Profile_ID,Road_Name,N_Buildings,Total_Floors,Avg_Floors,Max_Floors,Min_Floors,Avg_Height_m,Max_Height_m,Dominant_Usage,SCR_Est,EWW_Est_m,Building_Density_per_100m,Center_Lat,Center_Lng
P0130,文华路,20,84,4.2,7,1,12.6,21.0,Residential,0.65,3.5,40.0,113.944988,22.551227
P0131,文华路,20,84,4.2,7,1,12.6,21.0,Residential,0.65,3.5,40.0,100.236008,36.260054
P0132,文华路,20,100,5.0,8,1,15.0,24.0,Residential,0.65,3.5,40.0,77.387591,59.108181
P0133,文华路,20,104,5.2,8,1,15.6,24.0,Residential,0.65,3.5,40.0,54.538659,81.956469
P0134,文华路,20,99,5.0,8,1,14.8,24.0,Residential,0.65,3.5,40.0,31.690104,104.804819
P0135,文华路,20,101,5.0,8,1,15.2,24.0,Residential,0.65,3.5,40.0,22.550376,113.944541
P0136,文华路,20,83,4.2,7,1,12.5,21.0,Residential,0.65,3.5,40.0,22.550506,113.945186
P0137,兴南路,20,51,2.6,3,2,7.6,9.0,Residential,0.75,4.5,40.0,113.925514,22.508337
P0138,兴南路,20,51,2.6,3,2,7.6,9.0,Residential,0.75,4.5,40.0,113.925351,22.508413
P0139,兴南路,20,50,2.5,3,2,7.5,9.0,Residential,0.75,4.5,40.0,113.92538,22.508465
P0140,兴南路,20,148,7.4,32,2,22.2,96.0,Residential,0.65,3.5,40.0,113.925249,22.508745
P0141,兴南路,20,163,8.2,32,2,24.5,96.0,Residential,0.5,2.5,40.0,113.925298,22.509271
P0142,兴南路,20,173,8.6,32,1,26.0,96.0,Residential,0.5,2.5,40.0,113.925303,22.5099
P0143,兴南路,20,193,9.6,32,1,29.0,96.0,Residential,0.5,2.5,40.0,113.925054,22.510576
P0144,兴南路,20,120,6.0,7,1,18.0,21.0,Residential,0.65,3.5,40.0,113.924921,22.511123
P0145,兴南路,20,125,6.2,7,1,18.8,21.0,Residential,0.65,3.5,40.0,113.924914,22.511502
P0146,兴南路,20,131,6.6,7,6,19.6,21.0,Residential,0.65,3.5,40.0,113.924908,22.511904
P0147,兴南路,20,130,6.5,8,2,19.5,24.0,Residential,0.65,3.5,40.0,113.924964,22.512394
P0148,兴南路,20,131,6.6,8,2,19.6,24.0,Residential,0.65,3.5,40.0,113.925041,22.512903
P0149,兴南路,20,119,6.0,8,1,17.8,24.0,Residential,0.65,3.5,40.0,113.925082,22.513418
P0150,兴南路,20,117,5.8,8,1,17.5,24.0,Residential,0.65,3.5,40.0,100.212918,36.225399
P0151,兴南路,20,116,5.8,8,1,17.4,24.0,Residential,0.65,3.5,40.0,77.359373,59.078249
P0152,兴南路,20,102,5.1,7,1,15.3,21.0,Residential,0.65,3.5,40.0,54.505611,81.931037
P0153,兴南路,20,106,5.3,7,3,15.9,21.0,Residential,0.65,3.5,40.0,31.651828,104.783784
P0154,兴南路,20,108,5.4,8,3,16.2,24.0,Residential,0.65,3.5,40.0,22.510568,113.924969
P0155,兴南路,20,110,5.5,8,2,16.5,24.0,Residential,0.65,3.5,40.0,22.511101,113.925159
P0156,后海大道,20,141,7.0,15,1,21.2,45.0,Residential,0.65,3.5,40.0,113.9273,22.508786
P0157,后海大道,20,145,7.2,15,2,21.8,45.0,Residential,0.65,3.5,40.0,113.927202,22.50904
P0158,后海大道,20,127,6.4,15,2,19.0,45.0,Residential,0.65,3.5,40.0,113.926999,22.509262
P0159,后海大道,20,178,8.9,54,2,26.7,162.0,Residential,0.5,2.5,40.0,113.927101,22.509473
P0160,后海大道,20,260,13.0,54,2,39.0,162.0,Residential,0.5,2.5,40.0,113.927394,22.510019
P0161,后海大道,20,276,13.8,54,3,41.4,162.0,Residential,0.5,2.5,40.0,113.927853,22.511141
P0162,后海大道,20,320,16.0,54,3,48.0,162.0,Residential,0.3,1.5,40.0,113.928475,22.512414
P0163,后海大道,20,339,17.0,54,3,50.8,162.0,Residential,0.3,1.5,40.0,113.928855,22.514049
P0164,后海大道,20,324,16.2,31,3,48.6,93.0,Residential,0.3,1.5,40.0,113.92888,22.515439
P0165,后海大道,20,347,17.4,32,3,52.0,96.0,Mixed Residential,0.3,1.5,40.0,113.928808,22.516509
P0166,后海大道,20,300,15.0,32,1,45.0,96.0,Commercial,0.5,2.5,40.0,113.928672,22.517978
P0167,后海大道,20,195,9.8,32,1,29.2,96.0,Commercial,0.5,2.5,40.0,95.644661,40.80037
P0168,后海大道,20,116,5.8,32,1,17.4,96.0,Residential,0.65,3.5,40.0,72.789842,63.652802
P0169,后海大道,20,108,5.4,54,1,16.2,162.0,Residential,0.65,3.5,40.0,49.9369,86.505087
P0170,后海大道,20,186,9.3,54,1,27.9,162.0,Residential,0.5,2.5,40.0,27.08252,109.356979
P0171,后海大道,20,228,11.4,54,2,34.2,162.0,Residential,0.5,2.5,40.0,22.512308,113.92767
P0172,后海大道,20,257,12.8,54,1,38.6,162.0,Residential,0.5,2.5,40.0,22.514253,113.928328
P0173,沙河西路,20,282,14.1,29,1,42.3,87.0,Residential,0.5,2.5,40.0,113.951508,22.546571
P0174,沙河西路,20,255,12.8,29,1,38.2,87.0,Residential,0.5,2.5,40.0,113.951771,22.549867
P0175,沙河西路,20,212,10.6,29,2,31.8,87.0,Residential,0.5,2.5,40.0,113.951532,22.550414
P0176,沙河西路,20,158,7.9,14,1,23.7,42.0,Residential,0.65,3.5,40.0,113.951411,22.550963
P0177,沙河西路,20,116,5.8,14,1,17.4,42.0,Residential,0.65,3.5,40.0,113.951193,22.551649
P0178,沙河西路,20,83,4.2,11,1,12.5,33.0,Residential,0.65,3.5,40.0,113.950886,22.552314
P0179,沙河西路,20,39,2.0,6,1,5.8,18.0,Residential,0.75,4.5,40.0,113.950594,22.553025
P0180,沙河西路,20,32,1.6,3,1,4.8,9.0,Residential,0.75,4.5,40.0,113.950738,22.553576
P0181,沙河西路,20,36,1.8,3,1,5.4,9.0,Residential,0.75,4.5,40.0,113.950917,22.553908
P0182,沙河西路,20,46,2.3,9,1,6.9,27.0,Residential,0.75,4.5,40.0,113.951002,22.554207
P0183,沙河西路,20,50,2.5,9,1,7.5,27.0,Residential,0.75,4.5,40.0,113.951297,22.554434
P0184,沙河西路,20,47,2.4,9,1,7.0,27.0,Residential,0.75,4.5,40.0,113.951396,22.554647
P0185,沙河西路,20,57,2.8,9,1,8.6,27.0,Residential,0.75,4.5,40.0,109.381291,27.124557
P0186,沙河西路,20,52,2.6,8,1,7.8,24.0,Residential,0.75,4.5,40.0,86.532092,49.973398
P0187,沙河西路,20,72,3.6,14,1,10.8,42.0,Residential,0.65,3.5,40.0,63.681645,72.822434
P0188,沙河西路,20,84,4.2,14,1,12.6,42.0,Residential,0.65,3.5,40.0,40.831857,95.671603
P0189,南山区南海大道,20,25,1.2,2,1,3.8,6.0,Public,0.75,4.5,40.0,113.927624,22.52906
P0190,南山区南海大道,20,26,1.3,3,1,3.9,9.0,Public,0.75,4.5,40.0,113.929289,22.532972
P0191,南山区南海大道,20,26,1.3,3,1,3.9,9.0,Public,0.75,4.5,40.0,113.929749,22.53412
P0192,南山区南海大道,20,38,1.9,6,1,5.7,18.0,Public,0.75,4.5,40.0,113.930388,22.535417
P0193,南山区南海大道,20,38,1.9,6,1,5.7,18.0,Public,0.75,4.5,40.0,113.93132,22.536297
P0194,南山区南海大道,20,35,1.8,6,1,5.2,18.0,Public,0.75,4.5,40.0,113.931437,22.536975
P0195,南山区南海大道,20,36,1.8,6,1,5.4,18.0,Public,0.75,4.5,40.0,113.931831,22.537709
P0196,南山区南海大道,20,24,1.2,2,1,3.6,6.0,Public,0.75,4.5,40.0,113.93286,22.538359
P0197,南山区南海大道,20,26,1.3,2,1,3.9,6.0,Public,0.75,4.5,40.0,113.933149,22.53904
P0198,南山区南海大道,20,27,1.4,2,1,4.1,6.0,Public,0.75,4.5,40.0,113.933945,22.540236
P0199,南山区南海大道,20,27,1.4,2,1,4.1,6.0,Public,0.75,4.5,40.0,100.222322,36.248948
P0200,南山区南海大道,20,26,1.3,2,1,3.9,6.0,Public,0.75,4.5,40.0,77.372312,59.096093
P0201,南山区南海大道,20,32,1.6,6,1,4.8,18.0,Public,0.75,4.5,40.0,54.522909,81.943505
P0202,南山区南海大道,20,32,1.6,6,1,4.8,18.0,Public,0.75,4.5,40.0,31.673763,104.791345
P0203,建南路,20,120,6.0,6,6,18.0,18.0,Residential,0.65,3.5,40.0,113.922087,22.509277
P0204,建南路,20,126,6.3,9,6,18.9,27.0,Residential,0.65,3.5,40.0,113.922061,22.509633
P0205,建南路,20,127,6.4,9,2,19.0,27.0,Residential,0.65,3.5,40.0,113.92196,22.509948
P0206,建南路,20,142,7.1,9,2,21.3,27.0,Residential,0.65,3.5,40.0,113.92186,22.510233
P0207,建南路,20,157,7.8,9,2,23.5,27.0,Residential,0.65,3.5,40.0,113.921676,22.5105
P0208,建南路,20,154,7.7,9,2,23.1,27.0,Residential,0.65,3.5,40.0,113.921823,22.510887
P0209,建南路,20,153,7.6,9,6,23.0,27.0,Residential,0.65,3.5,40.0,113.922131,22.511409
P0210,建南路,20,133,6.6,9,2,20.0,27.0,Residential,0.65,3.5,40.0,100.210594,36.223241
P0211,建南路,20,133,6.6,9,2,20.0,27.0,Residential,0.65,3.5,40.0,77.357923,59.075894
P0212,建南路,20,139,7.0,9,2,20.8,27.0,Residential,0.65,3.5,40.0,54.504823,81.928403
P0213,建南路,20,142,7.1,9,2,21.3,27.0,Residential,0.65,3.5,40.0,31.651629,104.780745
P0214,建南路,20,150,7.5,9,6,22.5,27.0,Residential,0.65,3.5,40.0,22.510029,113.921819
P0215,建南路,20,135,6.8,9,6,20.2,27.0,Residential,0.65,3.5,40.0,22.509962,113.922097
P0216,科发路,20,303,15.2,45,1,45.4,135.0,Other,0.3,1.5,40.0,113.943855,22.545451
P0217,科发路,20,302,15.1,45,1,45.3,135.0,Other,0.3,1.5,40.0,113.943637,22.54578
P0218,科发路,20,256,12.8,44,1,38.4,132.0,Residential,0.5,2.5,40.0,113.943591,22.545998
P0219,科发路,20,194,9.7,40,1,29.1,120.0,Residential,0.5,2.5,40.0,113.943076,22.54626
P0220,科发路,20,214,10.7,40,1,32.1,120.0,Residential,0.5,2.5,40.0,113.943852,22.546579
P0221,科发路,20,191,9.6,40,1,28.6,120.0,Public,0.5,2.5,40.0,113.943425,22.546874
P0222,科发路,20,221,11.0,41,1,33.2,123.0,Industrial,0.5,2.5,40.0,113.943729,22.547064
P0223,科发路,20,323,16.2,41,1,48.4,123.0,Residential,0.3,1.5,40.0,113.944776,22.547267
P0224,科发路,20,414,20.7,41,1,62.1,123.0,Residential,0.3,1.5,40.0,113.946588,22.547472
P0225,科发路,20,438,21.9,41,1,65.7,123.0,Residential,0.3,1.5,40.0,113.948081,22.547795
P0226,科发路,20,313,15.6,41,1,47.0,123.0,Residential,0.3,1.5,40.0,95.667388,40.826537
P0227,科发路,20,278,13.9,45,1,41.7,135.0,Residential,0.5,2.5,40.0,72.81717,63.676534
P0228,高新南环路,20,404,20.2,32,1,60.6,96.0,Residential,0.3,1.5,40.0,113.94437,22.52576
P0229,高新南环路,20,313,15.6,32,1,47.0,96.0,Residential,0.3,1.5,40.0,113.944164,22.526123
P0230,高新南环路,20,215,10.8,31,1,32.2,93.0,Residential,0.5,2.5,40.0,113.944212,22.526499
P0231,高新南环路,20,240,12.0,31,1,36.0,93.0,Residential,0.5,2.5,40.0,113.944082,22.526905
P0232,高新南环路,20,215,10.8,31,1,32.2,93.0,Residential,0.5,2.5,40.0,113.944765,22.527306
P0233,高新南环路,20,247,12.4,31,1,37.0,93.0,Residential,0.5,2.5,40.0,113.944629,22.527739
P0234,高新南环路,20,289,14.4,31,1,43.3,93.0,Residential,0.5,2.5,40.0,113.944939,22.528163
P0235,高新南环路,20,284,14.2,30,1,42.6,90.0,Residential,0.5,2.5,40.0,113.945062,22.528587
P0236,高新南环路,20,303,15.2,30,1,45.4,90.0,Residential,0.3,1.5,40.0,113.944898,22.529085
P0237,高新南环路,20,361,18.0,40,2,54.2,120.0,Residential,0.3,1.5,40.0,109.374127,27.100853
P0238,南商路,20,99,5.0,7,1,14.8,21.0,Residential,0.65,3.5,40.0,113.923561,22.511542
P0239,南商路,20,128,6.4,7,1,19.2,21.0,Residential,0.65,3.5,40.0,113.924021,22.512709
P0240,南商路,20,197,9.8,32,1,29.6,96.0,Residential,0.5,2.5,40.0,113.924118,22.513475
P0241,南商路,20,237,11.8,32,6,35.6,96.0,Residential,0.5,2.5,40.0,113.924274,22.514416
P0242,南商路,20,250,12.5,32,7,37.5,96.0,Residential,0.5,2.5,40.0,113.924517,22.515384
P0243,南商路,20,264,13.2,32,7,39.6,96.0,Residential,0.5,2.5,40.0,113.924578,22.516095
P0244,南商路,20,185,9.2,32,1,27.8,96.0,Residential,0.5,2.5,40.0,91.071556,45.368123
P0245,南商路,20,201,10.0,32,1,30.2,96.0,Residential,0.5,2.5,40.0,68.218922,68.219999
P0246,南商路,20,197,9.8,32,1,29.6,96.0,Residential,0.5,2.5,40.0,45.366192,91.071849
P0247,南商路,20,205,10.2,32,1,30.8,96.0,Residential,0.5,2.5,40.0,22.513595,113.923775
P0248,龙城路,20,170,8.5,25,1,25.5,75.0,Residential,0.5,2.5,40.0,113.925777,22.515168
P0249,龙城路,20,174,8.7,25,1,26.1,75.0,Residential,0.5,2.5,40.0,113.925465,22.515403
P0250,龙城路,20,165,8.2,25,1,24.8,75.0,Residential,0.5,2.5,40.0,113.925402,22.515597
P0251,龙城路,20,226,11.3,34,1,33.9,102.0,Residential,0.5,2.5,40.0,113.925152,22.515813
P0252,龙城路,20,189,9.4,34,1,28.4,102.0,Residential,0.5,2.5,40.0,113.924845,22.516066
P0253,龙城路,20,186,9.3,34,1,27.9,102.0,Residential,0.5,2.5,40.0,104.784277,31.656906
P0254,龙城路,20,193,9.6,34,1,29.0,102.0,Mixed Residential,0.5,2.5,40.0,81.932048,54.508681
P0255,龙城路,20,136,6.8,8,1,20.4,24.0,Residential,0.65,3.5,40.0,59.079583,77.360977
P0256,龙城路,20,139,7.0,8,1,20.8,24.0,Residential,0.65,3.5,40.0,36.227294,100.213329
P0257,龙城路,20,133,6.6,8,1,20.0,24.0,Residential,0.65,3.5,40.0,22.515823,113.925139
P0258,创业路,16,235,14.7,38,1,44.1,114.0,Residential,0.5,2.5,32.0,113.928929,22.516855
P0259,创业路,16,187,11.7,30,1,35.1,90.0,Residential,0.5,2.5,32.0,113.928907,22.517319
P0260,创业路,16,205,12.8,30,1,38.4,90.0,Residential,0.5,2.5,32.0,113.92967,22.517523
P0261,创业路,16,206,12.9,30,1,38.6,90.0,Residential,0.5,2.5,32.0,113.930636,22.51775
P0262,创业路,16,175,10.9,18,1,32.8,54.0,Residential,0.5,2.5,32.0,108.218305,28.230739
P0263,创业路,16,233,14.6,30,1,43.7,90.0,Residential,0.5,2.5,32.0,85.364706,51.082662
P0264,创业路,16,219,13.7,30,1,41.1,90.0,Residential,0.5,2.5,32.0,62.510721,73.936005
P0265,创业路,16,213,13.3,30,2,39.9,90.0,Residential,0.5,2.5,32.0,39.657286,96.789478
P0266,创业路,16,226,14.1,30,2,42.4,90.0,Residential,0.5,2.5,32.0,22.517475,113.930321
P0267,海德三道,16,399,24.9,52,1,74.8,156.0,Commercial,0.3,1.5,32.0,113.932573,22.522409
P0268,海德三道,16,363,22.7,52,1,68.1,156.0,Residential,0.3,1.5,32.0,113.931969,22.522948
P0269,海德三道,16,240,15.0,34,1,45.0,102.0,Public,0.5,2.5,32.0,113.930737,22.523343
P0270,海德三道,16,229,14.3,31,1,42.9,93.0,Public,0.5,2.5,32.0,113.929693,22.523582
P0271,海德三道,16,327,20.4,31,2,61.3,93.0,Residential,0.3,1.5,32.0,113.93025,22.523773
P0272,海德三道,16,352,22.0,33,3,66.0,99.0,Residential,0.3,1.5,32.0,113.930421,22.523922
P0273,海德三道,16,421,26.3,33,3,78.9,99.0,Residential,0.3,1.5,32.0,91.078143,45.375003
P0274,海德三道,16,415,25.9,33,3,77.8,99.0,Residential,0.3,1.5,32.0,68.226484,68.226464
P0275,海德三道,16,402,25.1,33,3,75.4,99.0,Residential,0.3,1.5,32.0,45.374702,91.078292
P0276,青梧路,15,101,6.7,9,1,20.2,27.0,Residential,0.65,3.5,30.0,113.946334,22.550949
P0277,青梧路,15,114,7.6,12,1,22.8,36.0,Residential,0.65,3.5,30.0,113.946805,22.551599
P0278,青梧路,15,125,8.3,12,7,25.0,36.0,Residential,0.5,2.5,30.0,113.947005,22.552014
P0279,青梧路,15,119,7.9,12,1,23.8,36.0,Residential,0.65,3.5,30.0,113.947028,22.55223
P0280,青梧路,15,113,7.5,12,1,22.6,36.0,Residential,0.65,3.5,30.0,113.94711,22.55241
P0281,青梧路,15,119,7.9,13,1,23.8,39.0,Residential,0.65,3.5,30.0,113.947148,22.552595
P0282,青梧路,15,128,8.5,15,1,25.6,45.0,Residential,0.5,2.5,30.0,113.947165,22.552794
P0283,青梧路,15,139,9.3,15,1,27.8,45.0,Residential,0.5,2.5,30.0,107.854302,28.645805
P0284,青梧路,15,151,10.1,15,1,30.2,45.0,Residential,0.5,2.5,30.0,89.575433,46.924564
P0285,青梧路,15,157,10.5,15,1,31.4,45.0,Residential,0.5,2.5,30.0,71.296422,65.203424
P0286,青梧路,15,158,10.5,15,1,31.6,45.0,Residential,0.5,2.5,30.0,53.017562,83.482366
P0287,学府路,15,103,6.9,12,1,20.6,36.0,Residential,0.65,3.5,30.0,113.928159,22.52775
P0288,学府路,15,113,7.5,12,1,22.6,36.0,Residential,0.65,3.5,30.0,113.92814,22.527885
P0289,学府路,15,91,6.1,12,1,18.2,36.0,Residential,0.65,3.5,30.0,113.928405,22.528016
