community_id,lng,lat,population,A_i_2sfca_day,A_i_2sfca_norm_day,A_i_2sfca_night,A_i_2sfca_norm_night,TPI,accessibility_gap,accessibility_ratio,TPI_level
90,113.931979,22.528964,4970,0.02669949910886394,0.0620974523683889,0.0021844555694210633,0.05535069412912491,-10.86479071514771,0.006746758239263989,0.8913520928485229,0-Night Advantage
91,113.926728,22.521339,3845,0.06856293363567435,0.15946304791406465,0.005402223324430944,0.13688390601006759,-14.159482211932303,0.02257914190399707,0.8584051778806769,0-Night Advantage
92,113.946542,22.521932,5350,0.018265511866935542,0.042481761493597316,0.001254702237268103,0.03179219606492668,-25.16271701747049,0.010689565428670639,0.7483728298252951,0-Night Advantage
93,113.93518,22.544173,6703,0.028528318179161804,0.06635090314082383,0.0014501508983364273,0.03674456003523481,-44.620859256055965,0.029606343105589017,0.5537914074394403,0-Night Advantage
95,113.933449,22.526941,3197,0.03168702459264776,0.07369739380933414,0.002362754278448304,0.05986850508629634,-18.764420297975725,0.0138288887230378,0.8123557970202427,0-Night Advantage
96,113.929537,22.547233,4379,0.038026461738304804,0.08844159910658415,0.0020164452365277297,0.051093574562726056,-42.22902448750237,0.0373480245438581,0.5777097551249764,0-Night Advantage
97,113.933931,22.529824,2911,0.020330813339504684,0.04728522088795907,0.0015668948247107755,0.03970266888882536,-16.03577578097889,0.007582551999133713,0.8396422421902111,0-Night Advantage
98,113.934589,22.527362,2062,0.02898342649758966,0.067409389931561,0.0021323290086189017,0.05402988844950729,-19.84812723514864,0.013379501482053704,0.8015187276485136,0-Night Advantage
99,113.946851,22.517873,7947,0.019243824113654304,0.044757111225602636,0.0012383586808435503,0.031378075857905356,-29.892535512980118,0.01337903536769728,0.7010746448701988,0-Night Advantage
100,113.921203,22.512695,1543,0.12048972907980723,0.28023391682016374,0.010211633206948387,0.25874684480143173,-7.6675486902326115,0.021487072018732012,0.9233245130976738,0-Night Advantage
101,113.949807,22.518685,1119,0.010570191770850956,0.024584055953216062,0.0007169407367097991,0.018166159102448863,-26.10593167775318,0.006417896850767199,0.7389406832224682,0-Night Advantage
103,113.942448,22.529059,2319,0.016307522497987077,0.03792788761452803,0.0012436657872965577,0.031512549650873814,-16.914567003718037,0.006415337963654219,0.8308543299628196,0-Night Advantage
104,113.938602,22.53472,5331,0.015761446621946718,0.03665782930505643,0.0010617139778982862,0.026902174832898605,-26.612744554441388,0.009755654472157822,0.7338725544555862,0-Night Advantage
105,113.923467,22.535811,4745,0.037554971810651906,0.08734501211799602,0.0031463844421964118,0.0797244701657202,-8.724644679173082,0.007620541952275822,0.9127535532082692,0-Night Advantage
106,113.933694,22.527844,6412,0.02761260531087864,0.06422114647424813,0.002063533873136234,0.052286727107625657,-18.583317212202104,0.011934419366622477,0.814166827877979,0-Night Advantage
107,113.928794,22.53318,4621,0.027426804534713287,0.06378901271769735,0.0024141431230698474,0.06117061818949396,-4.104773559972276,0.002618394528203394,0.9589522644002773,1-No Significant
108,113.935191,22.528852,7119,0.021703460605172066,0.050477711423112276,0.0016558827424542357,0.0419574838116628,-16.879187608232783,0.008520227611449473,0.8312081239176722,0-Night Advantage
109,113.925483,22.529554,4339,0.038193972278928214,0.08883119359954271,0.003208199589878686,0.08129076951270807,-8.488486736795865,0.007540424086834641,0.9151151326320414,0-Night Advantage
110,113.932405,22.520835,3834,0.054559013478193114,0.1268928576867427,0.004272184643826619,0.10825048986748759,-14.691424055778665,0.0186423678192551,0.8530857594422133,0-Night Advantage
111,113.927336,22.526982,3472,0.0415092724080847,0.09654188850875399,0.0033673280170857705,0.08532283545393587,-11.620917332480834,0.011219053054818115,0.8837908266751917,0-Night Advantage
112,113.917603,22.528936,703,0.04352101635478886,0.10122078429621778,0.0035656822516036265,0.09034882211976872,-10.740839692204702,0.010871962176449063,0.8925916030779529,0-Night Advantage
113,113.918644,22.529622,5555,0.04286364685661678,0.09969188029188684,0.003563013310501301,0.09028119531853211,-9.439770767490074,0.009410684973354733,0.9056022923250993,0-Night Advantage
114,113.903961,22.528008,1843,0.033582730200415196,0.07810640868271598,0.003444895905519344,0.08728828466106563,11.755598718727779,-0.009181875978349643,1.1175559871872778,2-Mild Deprivation
115,113.908472,22.528166,2792,0.03810782719640254,0.08863083814953604,0.003335953879338822,0.08452786377938878,-4.629285309504583,0.004102974370147255,0.9537071469049542,1-No Significant
116,113.924562,22.523573,2197,0.05784746922834109,0.13454111818323172,0.0049277460617456964,0.12486139284671867,-7.194622333471484,0.009679725336513054,0.9280537766652851,0-Night Advantage
117,113.925715,22.5299,4044,0.036951181220000344,0.08594072144982316,0.0031169971959714906,0.07897984322074462,-8.099627407878668,0.006960878229078538,0.9190037259212134,0-Night Advantage
118,113.917992,22.529927,2094,0.04295024107536144,0.09989328033882963,0.003589414066711799,0.09095014926854178,-8.95268534575449,0.008943131070287852,0.9104731465424551,0-Night Advantage
119,113.927383,22.529275,2072,0.0335261442515439,0.0779748015971138,0.002767271976400458,0.07011835208826646,-10.075626161180438,0.00785644950884734,0.8992437383881956,0-Night Advantage
120,113.915219,22.527597,1369,0.04413418394460469,0.10264688390382379,0.0036738067474513967,0.09308852805900276,-9.311881161221452,0.009558355844821023,0.9068811883877854,0-Night Advantage
121,113.918471,22.533855,3992,0.03973789350243992,0.09242203154922297,0.003377340911701696,0.08557654657307763,-7.40676747892034,0.006845484976145344,0.9259323252107966,0-Night Advantage
122,113.917272,22.541312,4088,0.03867878269663578,0.08995876126283642,0.002505388352637588,0.06348262987022789,-29.43140948245393,0.02647613139260853,0.7056859051754607,0-Night Advantage
123,113.91799,22.529233,1937,0.04309538363412963,0.10023085158288124,0.003557980301187081,0.09015366671918675,-10.053975103026671,0.010077184863694494,0.8994602489697333,0-Night Advantage
124,113.918467,22.529376,1184,0.04296642973466394,0.09993093177550438,0.0035681162679259476,0.09041049629380458,-9.5270156222375,0.009520435481699799,0.904729843777625,0-Night Advantage
125,113.922229,22.532361,2983,0.04162411416552724,0.09680898642447193,0.0034549762436942902,0.08754370469471158,-9.570683540818706,0.00926528172976035,0.904293164591813,0-Night Advantage
126,113.90782,22.514299,1307,0.0654338816116605,0.15218552715507397,0.004961430185906294,0.12571489597103025,-17.393658699930565,0.02647063118404372,0.8260634130006943,0-Night Advantage
127,113.925228,22.547999,1845,0.05050476203440211,0.1174635165259303,0.0030716131534304163,0.07782988242859175,-33.74122899563402,0.039633634097338555,0.6625877100436598,0-Night Advantage
128,113.92431,22.530253,4034,0.03864103299849464,0.08987096335798876,0.00329955168803552,0.0836054890766646,-6.971633603577276,0.006265474281324165,0.9302836639642272,0-Night Advantage
129,113.901382,22.525735,2795,0.03969617764308262,0.0923250091826653,0.0030399541169348885,0.07702769186449107,-16.568985428323586,0.015297317318174228,0.8343101457167641,0-Night Advantage
130,113.917432,22.52862,3871,0.043727119680176514,0.1017001375372296,0.0035513220529390234,0.08998495710230418,-11.519335881563403,0.01171518043492542,0.884806641184366,0-Night Advantage
131,113.932845,22.52908,1909,0.024439672879597807,0.056841569062843975,0.0019284543830006082,0.04886402369068378,-14.034702953643361,0.007977545372160194,0.8596529704635664,0-Night Advantage
132,113.921497,22.530023,3903,0.04141337217176531,0.09631884461071384,0.0035178384349549003,0.08913653449150838,-7.4568067632390935,0.007182310119205462,0.9254319323676091,0-Night Advantage
133,113.91247,22.547632,5109,0.034525698699616754,0.08029955624796824,0.001696483491779871,0.04298624342059919,-46.46764511642387,0.03731331282736905,0.5353235488357613,0-Night Advantage
134,113.934308,22.526303,2690,0.03296952849037704,0.07668022971860698,0.002442712269766173,0.061894515769492585,-19.28230262660069,0.014785713949114397,0.8071769737339931,0-Night Advantage
135,113.915294,22.517919,3634,0.07550848484932456,0.17561694780197162,0.006421546827731088,0.16271197238943877,-7.348365618496401,0.012904975412532854,0.926516343815036,0-Night Advantage
136,113.915974,22.527943,4181,0.044024963289524245,0.10239285949689211,0.003552046667065971,0.09000331769313687,-12.100005668980561,0.012389541803755247,0.8789999433101944,0-Night Advantage
137,113.914271,22.521299,1705,0.0641484763781511,0.1491959433454126,0.005857243333529225,0.14841340274087336,-0.5245052827794002,0.0007825406045392502,0.994754947172206,1-No Significant
138,113.903399,22.533302,4011,0.02314601140796332,0.05383278296958829,0.0027485501243602398,0.06964396958293426,29.370925560876483,-0.01581118661334597,1.2937092556087648,3-Moderate Deprivation
139,113.937095,22.524145,2707,0.03158016118403133,0.07344885186480457,0.0023194152875347174,0.0587703627099977,-19.984640715453512,0.014678489154806872,0.8001535928454648,0-Night Advantage
140,113.9178,22.529921,2445,0.0429982755067789,0.10000499838285833,0.003598214680419658,0.09117314308187963,-8.83141387310152,0.0088318553009787,0.9116858612689848,0-Night Advantage
141,113.913559,22.535522,1257,0.04053771046957964,0.09428223858224177,0.0032118321896111262,0.08138281391933207,-13.681712331912465,0.012899424662909706,0.8631828766808753,0-Night Advantage
142,113.917812,22.529331,730,0.04308752547930485,0.10021257515780876,0.0035811894770126636,0.09074175100439441,-9.450734240189185,0.009470824153414353,0.9054926575981082,0-Night Advantage
143,113.920385,22.522923,3178,0.06277565085894908,0.1460030382298086,0.005564829822832817,0.14100410084599893,-3.4238584651514845,0.00499893738380966,0.9657614153484851,1-No Significant
144,113.917793,22.528216,2857,0.044697538240590994,0.10395712820537037,0.003660142129449446,0.09274228796970777,-10.78794732912144,0.011214840235662604,0.8921205267087856,0-Night Advantage
145,113.901912,22.53305,624,0.022166513241285265,0.0515546750357199,0.002563698972431814,0.06496012995120472,26.002404061701068,-0.013405454915484817,1.2600240406170107,3-Moderate Deprivation
146,113.915427,22.526443,1469,0.046533319325162886,0.1082267711673294,0.0040529433837497705,0.10269525857925695,-5.1110390972675175,0.005531512588072454,0.9488896090273248,0-Night Advantage
147,113.901921,22.539386,2407,0.02887318873533335,0.06715299994600368,0.0028560335829371473,0.07236743263840285,7.7650033454826835,-0.005214432692399171,1.077650033454827,2-Mild Deprivation
148,113.907436,22.53814,1341,0.037709776899667036,0.08770505638707782,0.0030755638319157007,0.07792998645428244,-11.145389257438078,0.00977506993279538,0.8885461074256192,0-Night Advantage
149,113.919522,22.547004,2100,0.05758365703298695,0.13392754617694022,0.003138333702241031,0.07952047698269496,-40.624255985669,0.05440706919424526,0.5937574401433099,0-Night Advantage
150,113.914999,22.528016,1654,0.04326188504093795,0.10061809904158418,0.003592777247267259,0.09103536701379243,-9.523865108832288,0.009582732027791752,0.9047613489116771,0-Night Advantage
151,113.91842,22.535146,1064,0.04095532766758564,0.0952535288658407,0.003266130896358655,0.08275865838642098,-13.117488273865474,0.012494870479419717,0.8688251172613453,0-Night Advantage
152,113.917874,22.537903,2698,0.039394145840592976,0.09162254636145782,0.0029300925311152473,0.07424397077701884,-18.96757542175175,0.017378575584438977,0.8103242457824825,0-Night Advantage
153,113.922413,22.517902,888,0.09548575194070816,0.22207989403926381,0.007974052354008205,0.20205003891807735,-9.019211400400422,0.020029855121186463,0.9098078859959957,0-Night Advantage
154,113.925161,22.536906,1664,0.03477346574219638,0.08087581058376352,0.0028203060141640964,0.07146215181748942,-11.639646883692514,0.009413658766274091,0.8836035311630749,0-Night Advantage
155,113.925067,22.530775,2037,0.03680709732727455,0.08560561244163127,0.003176899223986058,0.08049766710178942,-5.96683464337647,0.005107945339841852,0.9403316535662353,0-Night Advantage
156,113.916753,22.525738,2492,0.051208154986926595,0.11909946146210887,0.004648219169384191,0.11777861774405683,-1.109025768745612,0.0013208437180520366,0.9889097423125439,1-No Significant
