community_id,lng,lat,community_type,SAI,SAI_night,spatial_deprivation,TPI,TPI_deprivation,TPI_norm,SAII,vulnerability,vulnerability_weighted,deprivation_type,illusion_flag,illusion_type
1,113.916231,22.546877,high_end,0.1283386639699968,0.0862448079270103,0.8716613360300032,-32.799044918238565,0.0,0.0,0.0,0.4358306680150016,0.5229968016180019,3-Spatially Isolated,0,Night Advantage
2,113.93485,22.527444,commodity_housing,0.084142735650493,0.07412615820830264,0.915857264349507,-11.90426881744922,0.0,0.0,0.0,0.4579286321747535,0.5495143586097042,3-Spatially Isolated,0,Night Advantage
3,113.935645,22.528029,high_end,0.07533058693424599,0.06609431176950513,0.924669413065754,-12.260989248368599,0.0,0.0,0.0,0.462334706532877,0.5548016478394524,3-Spatially Isolated,0,Night Advantage
4,113.918479,22.526518,high_end,0.13314400338076604,0.14065086967597043,0.866855996619234,5.638155759622315,5.638155759622315,0.21155569931463225,0.18338832656986453,0.539205847966933,0.6047358776973932,3-Spatially Isolated,1,Accessibility Illusion
5,113.957109,22.52315,high_end,0.016580360980436724,0.01291293359374945,0.9834196390195633,-22.11910459015033,0.0,0.0,0.0,0.49170981950978165,0.5900517834117379,3-Spatially Isolated,0,Night Advantage
6,113.92981,22.530638,commodity_housing,0.07540580217056231,0.0767815985057985,0.9245941978294376,1.8245231741242534,1.8245231741242534,0.06846002353852412,0.06329774054698613,0.49652711068398087,0.5821405281130722,3-Spatially Isolated,0,Normal
7,113.953239,22.518945,high_end,0.0176613662409108,0.011847648872197195,0.9823386337590893,-32.9177102689072,0.0,0.0,0.0,0.4911693168795446,0.5894031802554536,3-Spatially Isolated,0,Night Advantage
8,113.931195,22.526954,high_end,0.10598447794284886,0.10102691509136626,0.8940155220571512,-4.677631052875427,0.0,0.0,0.0,0.4470077610285756,0.5364093132342906,3-Spatially Isolated,0,Normal
9,113.929679,22.506525,high_end,0.3706910871427258,0.32556829885521055,0.6293089128572742,-12.172612143259274,0.0,0.0,0.0,0.3146544564286371,0.3775853477143645,1-Well-Served,0,Night Advantage
10,113.92211,22.541586,high_end,0.10993628619794521,0.09154333388627131,0.8900637138020548,-16.73055635020867,0.0,0.0,0.0,0.4450318569010274,0.5340382282812329,3-Spatially Isolated,0,Night Advantage
11,113.930124,22.507264,commodity_housing,0.36796027346203325,0.3310589016969816,0.6320397265379667,-10.028629291378977,0.0,0.0,0.0,0.31601986326898335,0.37922383592278003,1-Well-Served,0,Night Advantage
12,113.952473,22.531496,commodity_housing,0.06187565481327519,0.048013725941809415,0.9381243451867248,-22.402880281909763,0.0,0.0,0.0,0.4690621725933624,0.5628746071120349,3-Spatially Isolated,0,Night Advantage
13,113.935223,22.521598,commodity_housing,0.12348069000138182,0.10616169607155808,0.8765193099986182,-14.025669867596244,0.0,0.0,0.0,0.4382596549993091,0.5259115859991709,3-Spatially Isolated,0,Night Advantage
14,113.937297,22.539434,commodity_housing,0.05426066415682734,0.035866809148278035,0.9457393358431727,-33.89905983344825,0.0,0.0,0.0,0.47286966792158636,0.5674436015059036,3-Spatially Isolated,0,Night Advantage
15,113.936653,22.539844,commodity_housing,0.056060096281182324,0.03799770190704431,0.9439399037188176,-32.21969916630524,0.0,0.0,0.0,0.4719699518594088,0.5663639422312906,3-Spatially Isolated,0,Night Advantage
