name,address,type,type_code,lng,lat,facility_type,business_period,open_time,close_time,is_24h,night_ratio,night_service,tel,adcode,pcode,citycode,source
深圳市宝安区人民医院甲岸社区健康服务站,甲岸村107-1号,医疗保健服务;综合医院;卫生院,090102,113.904036,22.561756,hospital,,,,False,0.2,True,0755-27872784,440306,440000,0755,amap
南山区医疗集团总部文竹园社康服务中心,荔园路102号,医疗保健服务;综合医院;卫生院,090102,113.931853,22.497643,hospital,,,,False,0.2,True,0755-26820731,440305,440000,0755,amap
深圳市宝安区中医院宝民社区健康服务站,建安一路(灵芝地铁站出入口步行480米),医疗保健服务;综合医院;卫生院,090102,113.899322,22.569526,hospital,,,,False,0.2,True,[],440306,440000,0755,amap
深圳市南山区医疗集团总部留仙社区健康服务中心(装修中),同乐路留仙洞村188号留仙洞大厦二楼,医疗保健服务;综合医院;卫生院,090102,113.930766,22.586521,hospital,,,,False,0.2,True,0755-26987448,440305,440000,0755,amap
深圳市宝安区中心医院流塘社区健康服务中心,西乡街道流塘社区建安路与宝汇路交界处流塘置地大厦裙楼配套01层18号房,医疗保健服务;综合医院;卫生院,090102,113.888104,22.57822,hospital,,,,False,0.2,True,0755-29370256,440306,440000,0755,amap
宝安区中医院宝文社区健康服务中心,新安街道文汇社区新安四路与建安一路交汇处以东玖玖颂阁1栋一层55、56号,医疗保健服务;综合医院;卫生院,090102,113.89162,22.578063,hospital,,,,False,0.2,True,0755-27868791,440306,440000,0755,amap
深圳市宝安中医院(集团)时珍楼,裕安二路25号深圳市宝安中医院(集团),医疗保健服务;综合医院;三级甲等医院,090101,113.898438,22.571359,hospital,,,,False,0.2,True,[],440306,440000,0755,amap
深圳北医康复医院,水库路132号,医疗保健服务;综合医院;综合医院,090100,113.888968,22.60021,hospital,,,,False,0.2,True,0755-33269799,440306,440000,0755,amap
深圳五洲中医院,西乡街道固兴社区固兴路68号(田心工业区爱美得A栋1层),医疗保健服务;综合医院;综合医院,090100,113.852662,22.605134,hospital,,,,False,0.2,True,0755-26719191;18938072250,440306,440000,0755,amap
深圳恒生医院,银田路20号,医疗保健服务;综合医院;综合医院,090100,113.851793,22.576415,hospital,,,,False,0.2,True,0755-27791111,440306,440000,0755,amap
深圳市宝安区中医院翻身社区健康服务站,自由路131号格林联盟酒店楼下1层,医疗保健服务;综合医院;卫生院,090102,113.889435,22.56889,hospital,,,,False,0.2,True,[],440306,440000,0755,amap
深圳市宝安区中心医院福中福社区健康服务中心,西乡宝源路1009号广兴源互联网基地A区6栋101,医疗保健服务;综合医院;卫生院,090102,113.871241,22.562914,hospital,,,,False,0.2,True,0755-29957666,440306,440000,0755,amap
宝安纯中医治疗医院,来安路99号,医疗保健服务;综合医院;综合医院,090100,113.870977,22.606115,hospital,,,,False,0.2,True,0755-23288773,440306,440000,0755,amap
深圳市宝安中医院(集团)住院楼,裕安二路25号深圳市宝安区中医院,医疗保健服务;综合医院;三级甲等医院,090101,113.898535,22.571406,hospital,,,,False,0.2,True,[],440306,440000,0755,amap
深圳祥喜诊所,固戍一路上围园新村(固戍地铁站A口步行290米),医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,090200|090300,113.84916,22.601748,clinic,,,,False,0.05,True,0755-29593527,440306,440000,0755,amap
深圳古从全诊所,井湾村三巷12-1号,医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,090200|090300,113.838828,22.59224,clinic,,,,False,0.05,True,15915258335,440306,440000,0755,amap
深圳市南山区龙正波西医内科诊所,登良路14-12号(南油地铁站B口步行170米),医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,090200|090300,113.928574,22.510217,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
深圳大新惠仁诊所,南头街办大新村13-1(大新地铁站D口步行130米),医疗保健服务;专科医院;口腔医院,090202,113.915923,22.531406,clinic,,,,False,0.05,True,13682567757,440305,440000,0755,amap
深圳廖燕琼诊所,宝城24区2坊2巷6号,医疗保健服务;专科医院;妇科医院,090209,113.899522,22.566756,clinic,,,,False,0.05,True,19210495363,440306,440000,0755,amap
刘敏西医儿科诊所,宝农北巷35号,医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,090200|090300,113.906702,22.558612,clinic,,,,False,0.05,True,0755-21458741;0755-27780176,440306,440000,0755,amap
蔚琴西医妇科诊所,宝农南巷51号(新安公园地铁站D口步行480米),医疗保健服务;专科医院;妇科医院|医疗保健服务;诊所;诊所,090209|090300,113.90784,22.558839,clinic,,,,False,0.05,True,[],440306,440000,0755,amap
深圳龙光门诊部,龙珠五路桃源派出所西侧,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,090202|090300,113.975655,22.559513,clinic,,,,False,0.05,True,0755-26769555;0755-36963818;18923847825,440305,440000,0755,amap
深圳奥睐眼科诊所,领域荟(宝安中心地铁站A口步行130米),医疗保健服务;专科医院;眼科医院,090203,113.888853,22.553807,clinic,,,,False,0.05,True,[],440306,440000,0755,amap
深圳心一康中广和中医内科诊所,公园路与工业八路交叉口南80米,医疗保健服务;专科医院;专科医院,090200,113.924859,22.49852,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
张雯琴西医妇科诊所,关口路46-6号,医疗保健服务;专科医院;妇科医院,090209,113.919047,22.537713,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
深圳地衍眼科诊所,蛇口新街澳城花园南门1层商铺A106号,医疗保健服务;专科医院;眼科医院,090203,113.938302,22.48712,clinic,,,,False,0.05,True,19926432725,440305,440000,0755,amap
刘聪中医妇科诊所,创辉路2056号(赛格电子市场4号门正对面),医疗保健服务;专科医院;妇科医院,090209,113.886231,22.558307,clinic,,,,False,0.05,True,0755-29640053;15915304849,440306,440000,0755,amap
冯汀洋中医内科诊所,富源海滨大厦东北门西北50米,医疗保健服务;专科医院;专科医院,090200,113.889528,22.568825,clinic,,,,False,0.05,True,[],440306,440000,0755,amap
向丽西医妇科诊所,文光村46-4号,医疗保健服务;专科医院;妇科医院,090209,113.951029,22.570835,clinic,,,,False,0.05,True,0755-26623000;13590103000,440305,440000,0755,amap
深圳市南山区妇幼保健院门诊部,湾厦路1号深圳市南山区妇幼保健院内,医疗保健服务;专科医院;专科医院,090200,113.930622,22.486819,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
深圳视诠康眼科诊所,香蜜湖街道香安社区侨香三道1号园博绿苑2B-1,医疗保健服务;专科医院;眼科医院,090203,114.010925,22.546575,clinic,,,,False,0.05,True,17301900192,440304,440000,0755,amap
深圳新安爱尔眼科诊所,新安街道海裕社区罗田路与明玉路交汇处名门华府14号,医疗保健服务;专科医院;眼科医院,090203,113.884421,22.563566,clinic,,,,False,0.05,True,0755-85268666;19068014065,440306,440000,0755,amap
深圳桃园爱尔眼科诊所(暂停营业),金岸商业广场东南门旁(大新地铁站D口步行300米),医疗保健服务;专科医院;眼科医院,090203,113.918255,22.532758,clinic,,,,False,0.05,True,4006609120,440305,440000,0755,amap
深圳粤海袋鼠眼科诊所,海德三道天利中央广场A座2002,医疗保健服务;专科医院;眼科医院,090203,113.933875,22.518575,clinic,,,,False,0.05,True,18617142978,440305,440000,0755,amap
深圳爱尔蛇口眼科诊所,花果路89号花果山大厦A座A101,医疗保健服务;专科医院;眼科医院,090203,113.925312,22.493376,clinic,,,,False,0.05,True,4006609120,440305,440000,0755,amap
深圳瞳悦明恒裕眼科诊所,蛇口街道深圳湾社区中心路2001号恒裕滨城二期商铺-147,医疗保健服务;专科医院;眼科医院,090203,113.940025,22.493975,clinic,,,,False,0.05,True,13410555556,440305,440000,0755,amap
深圳今喜荟综合门诊,粤海街道高新区社区高新南四道13号丽雅查尔顿酒店L203,医疗保健服务;专科医院;整形美容,090201,113.948691,22.535926,clinic,,,,False,0.05,True,0755-83884943,440305,440000,0755,amap
深圳千百合综合门诊部,兰芷一路与芳芷四路交叉口东南60米,医疗保健服务;专科医院;整形美容,090201,113.942954,22.518867,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
蛇口瞳玺眼科诊所,蛇口街道南水社区蛇口招商南路2栋109、107,医疗保健服务;专科医院;眼科医院,090203,113.924348,22.49005,clinic,,,,False,0.05,True,13380387617,440305,440000,0755,amap
深圳瑞敏皮肤名医诊疗中心,沙河街道东方社区白石路东8号欢乐海岸购物中心蓝楹国际商务中心4-10至4-13,医疗保健服务;专科医院;专科医院,090200,113.9914,22.526271,clinic,,,,False,0.05,True,17722595736,440305,440000,0755,amap
爱齿汇口腔湾厦店,万科蛇口公馆032号(东角头地铁站D口步行170米),医疗保健服务;专科医院;口腔医院,090202,113.931616,22.487171,clinic,,,,False,0.05,True,0755-26685736,440305,440000,0755,amap
深圳卫尔斯眼科近视飞秒中心·OK镜,西乡街道宝安大道3076号一层二层局部,医疗保健服务;专科医院;眼科医院,090203,113.87825,22.570757,clinic,,,,False,0.05,True,0755-23915202;15302768813,440306,440000,0755,amap
深圳悦瞳眼科,粤海街道海珠社区海德一道88号中洲控股金融中心A栋16A,医疗保健服务;专科医院;眼科医院,090203,113.933406,22.517585,clinic,,,,False,0.05,True,13310865629,440305,440000,0755,amap
朱其广中医推拿脊椎病整复专科,南山大道1086号南园枫叶公寓2层,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,090300|090200,113.920715,22.516264,clinic,,,,False,0.05,True,0755-26914951,440305,440000,0755,amap
深圳爱尔西柚眼科,高新南一道6号TCL大厦F2层,医疗保健服务;专科医院;眼科医院,090203,113.952597,22.539002,clinic,,,,False,0.05,True,17727907108,440305,440000,0755,amap
深圳市宝安中医院(集团),裕安二路25号,医疗保健服务;综合医院;三级甲等医院,090101,113.899183,22.571818,pharmacy,,,,False,0.3,True,0755-29629366,440306,440000,0755,amap
深圳市南山区中医院大冲中医门诊部,粤海街道大冲新城花园一栋,医疗保健服务;综合医院;三级甲等医院,090101,113.952848,22.542489,pharmacy,,,,False,0.3,True,0755-26888650,440305,440000,0755,amap
茂业百货(南山店),海德二道288号,购物服务;商场;购物中心,060101,113.930332,22.51973,supermarket,,,,False,0.1,True,0755-26059999,440305,440000,0755,amap
天虹(福永天虹商场店),福永街道兴围社区兴华路2号星航华府四期101-401天虹商场(福永店)F1层,购物服务;商场;购物中心|生活服务;彩票彩券销售点;彩票彩券销售点,060101|071800,113.832916,22.643,supermarket,,,,False,0.1,True,0755-85900800;0755-85900840,440306,440000,0755,amap
卓悦INTOWN(后海店),兰芷一路与芳芷四路交叉口东南60米,购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102,113.94298,22.518942,supermarket,,,,False,0.1,True,0755-22672207,440305,440000,0755,amap
宝能·all city购物中心(南山店),蛇口街道深圳湾社区中心路2233号,购物服务;商场;购物中心,060101,113.939008,22.499768,supermarket,,,,False,0.1,True,13878338196,440305,440000,0755,amap
益田假日里购物中心(西丽店),桃源街道平山社区留仙大道4168号众冠时代广场(大学城地铁站D出口),购物服务;商场;购物中心|商务住宅;住宅区;住宅小区,060101|120302,113.963944,22.582777,supermarket,,,,False,0.1,True,0755-86728976,440305,440000,0755,amap
海雅缤纷广场,南海大道2746号(南山书城地铁站A口旁),购物服务;商场;购物中心,060101,113.929171,22.518621,supermarket,,,,False,0.1,True,0755-26054202,440305,440000,0755,amap
天虹商场(深圳南山常兴店),桃园路86号(桃园地铁站B口步行190米),购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102,113.921918,22.53307,supermarket,,,,False,0.1,True,0755-86052000;0755-86052020,440305,440000,0755,amap
深圳大悦城购物中心,创业二路与前进一路交汇处,购物服务;商场;购物中心,060101,113.902405,22.569125,supermarket,,,,False,0.1,True,0755-23508787,440306,440000,0755,amap
深圳湾万象城,科苑南路2888号,购物服务;商场;购物中心,060101,113.9444,22.515475,supermarket,,,,False,0.1,True,0755-86655666,440305,440000,0755,amap
深圳万象天地,粤海街道大冲社区深南大道9668号,购物服务;商场;购物中心,060101,113.95596,22.541865,supermarket,,,,False,0.1,True,0755-86680088;0755-86959451,440305,440000,0755,amap
航城里购物中心,航城大道与黄田路交叉口西北角,购物服务;商场;购物中心,060101,113.850033,22.606973,supermarket,,,,False,0.1,True,0755-23286985,440306,440000,0755,amap
天虹商场(深圳宝安店),西乡街道西乡大道与新湖路交汇处西乡汇一城,购物服务;商场;购物中心,060101,113.863897,22.575054,supermarket,,,,False,0.1,True,0755-23288600;0755-23288601;4008295295,440306,440000,0755,amap
宝安大仟里,西乡街道麻布社区海城路3号,购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101,113.872656,22.570167,supermarket,,,,False,0.1,True,0755-23207670;0755-23208260,440306,440000,0755,amap
深圳宝安福城万达广场,广深公路20号,购物服务;商场;购物中心,060101,113.891615,22.571129,supermarket,,,,False,0.1,True,0755-29691725,440306,440000,0755,amap
壹方城购物中心北区,新湖路99号(宝安中心地铁站出入口步行140米),购物服务;商场;购物中心,060101,113.888212,22.552534,supermarket,,,,False,0.1,True,[],440306,440000,0755,amap
天虹商场,创业一路1018号,购物服务;商场;购物中心,060101,113.893893,22.559639,supermarket,,,,False,0.1,True,0755-27576730;0755-27593300,440306,440000,0755,amap
中洲购物中心,创业二路89号(灵芝地铁站C1口步行170米),购物服务;商场;购物中心,060101,113.90661,22.57178,supermarket,,,,False,0.1,True,0755-29923333,440306,440000,0755,amap
欢乐颂购物中心,南头街道田厦社区南新路3030号,购物服务;商场;购物中心,060101,113.920039,22.535095,supermarket,,,,False,0.1,True,0755-86646752,440305,440000,0755,amap
悦方广场,西丽街道留仙大道2188号,购物服务;商场;购物中心,060101,113.945205,22.58128,supermarket,,,,False,0.1,True,0755-86549297;13823752313;15581113707,440305,440000,0755,amap
南山海岸城购物中心,粤海街道海珠社区文心五路33号,购物服务;商场;购物中心,060101,113.935647,22.516961,supermarket,,,,False,0.1,True,0755-86125888,440305,440000,0755,amap
欧洲城(欧源路店),北环大道8188号,购物服务;商场;购物中心,060101,113.965459,22.55721,supermarket,,,,False,0.1,True,13823396836,440305,440000,0755,amap
京基百纳广场(南山店),沙河街道深圳湾二路与白石路交汇处御景东方花园裙楼123,购物服务;商场;购物中心,060101,113.969345,22.530691,supermarket,,,,False,0.1,True,0755-86108799,440305,440000,0755,amap
益田假日广场(深圳华侨城店),沙河街道华夏街社区深南大道9028号,购物服务;商场;购物中心,060101,113.975103,22.537436,supermarket,,,,False,0.1,True,0755-86298000,440305,440000,0755,amap
印力中心,农林路69号深国投广场2号楼12层印力集团2号楼12层,购物服务;商场;购物中心|商务住宅;商务住宅相关;商务住宅相关,060101|120000,114.012133,22.544656,supermarket,,,,False,0.1,True,0755-82809808;0755-82809888,440304,440000,0755,amap
泛海城市广场购物中心,前海路70号,购物服务;商场;购物中心,060101,113.892722,22.493971,supermarket,,,,False,0.1,True,0755-36368305;0755-36655600,440305,440000,0755,amap
碧海中心(碧海店),兴业路3004号,购物服务;商场;购物中心,060101,113.856604,22.568998,supermarket,,,,False,0.1,True,[],440306,440000,0755,amap
福到来购物中心(三号路),深云路28号,购物服务;商场;购物中心,060101,113.992026,22.554115,supermarket,,,,False,0.1,True,0755-86509960;0755-86509962;15820456915,440305,440000,0755,amap
南海百货(应人石店),石岩街道应人石社区天宝路27号(应人石村委对面),购物服务;商场;购物中心|购物服务;超级市场;超市,060101|060400,113.92334,22.646095,supermarket,,,,False,0.1,True,0755-29057353,440306,440000,0755,amap
振业·星海商业广场,前海路3101-90号,购物服务;商场;购物中心,060101,113.913858,22.540691,supermarket,,,,False,0.1,True,0755-86571310,440305,440000,0755,amap
缤纷时代广场,宝民二路190-3号,购物服务;商场;购物中心,060101,113.874347,22.592529,supermarket,,,,False,0.1,True,17512071333,440306,440000,0755,amap
新天地购物广场,宝安大道4341号,购物服务;商场;购物中心|购物服务;超级市场;超市,060101|060400,113.846881,22.59964,supermarket,,,,False,0.1,True,[],440306,440000,0755,amap
天虹商场(沙河店),白石路168号,购物服务;商场;购物中心,060101,113.968377,22.530806,supermarket,,,,False,0.1,True,0755-86286300,440305,440000,0755,amap
华侨城购物广场,购物中心商业街1-4(华侨城地铁站B口步行290米),购物服务;商场;购物中心|购物服务;综合市场;综合市场,060101|060700,113.982968,22.534864,supermarket,,,,False,0.1,True,[],440305,440000,0755,amap
天虹商场(西丽店),留仙大道1380号,购物服务;商场;购物中心,060101,113.955293,22.581375,supermarket,,,,False,0.1,True,0755-86150810,440305,440000,0755,amap
卓业星光广场,裕安一路4031号,购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101,113.889773,22.563486,supermarket,,,,False,0.1,True,0755-23309998,440306,440000,0755,amap
宝利丰商业广场,新安街道31区上合路79号,购物服务;商场;购物中心,060101,113.90043,22.577238,supermarket,,,,False,0.1,True,[],440306,440000,0755,amap
同乐购物广场,同乐村5号,购物服务;商场;购物中心|购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,060101|060400|060200,113.922954,22.567697,supermarket,,,,False,0.1,True,0755-26986189;13428720733,440305,440000,0755,amap
港隆城(装修中),宝民二路129号,购物服务;商场;购物中心,060101,113.880759,22.581977,supermarket,,,,False,0.1,True,0755-88848888,440306,440000,0755,amap
天利名城购物中心,海德三道195天利中央广场C座,购物服务;商场;购物中心,060101,113.935286,22.518359,supermarket,,,,False,0.1,True,0755-86636999,440305,440000,0755,amap
中国银行(西乡支行),西乡街道新湖路圣陶沙骏园1栋06、07、08、09、10、11、12、13、15、16号商铺,金融保险服务;银行;中国银行,160104,113.862865,22.572721,bank,,,,False,0.0,False,0755-22337039,440306,440000,0755,amap
中国工商银行(深圳宝安支行),建安一路56号,金融保险服务;银行;中国工商银行,160105,113.909929,22.558319,bank,,,,False,0.0,False,0755-27874117;0755-27874119,440306,440000,0755,amap
中国工商银行(深圳南山支行),南新路2064之1-2,金融保险服务;银行;中国工商银行,160105,113.919101,22.530823,bank,,,,False,0.0,False,0755-26665074;0755-26667014,440305,440000,0755,amap
中国建设银行(深圳宝安支行营业部),建安一路68号(近宝安新华书店),金融保险服务;银行;中国建设银行|金融保险服务;自动提款机;中国建设银行ATM,160106|160303,113.908254,22.560076,bank,,,,False,0.0,False,0755-27750483,440306,440000,0755,amap
招商银行(深圳西乡支行),新湖路海湾明珠花园一期2栋首层西乡地铁站C出口,金融保险服务;银行;招商银行,160109,113.861784,22.575829,bank,,,,False,0.0,False,0755-27808912;0755-88600774,440306,440000,0755,amap
中国建设银行(深圳新岸线支行),宝源南路203-6号1层(宝安地铁站A口步行370米),金融保险服务;银行;中国建设银行,160106,113.877022,22.557102,bank,,,,False,0.0,False,0755-29789621;0755-29789897,440306,440000,0755,amap
招商银行(深圳华侨城支行),深南大道9015-3号(华侨城地铁站C口步行440米),金融保险服务;银行;招商银行,160109,113.980745,22.533546,bank,,,,False,0.0,False,0755-26609248;0755-26904277;95555,440305,440000,0755,amap
中国农业银行(宝安支行营业部),建安一路50号宝安区3区,金融保险服务;银行;中国农业银行,160107,113.910569,22.557657,bank,,,,False,0.0,False,0755-27874263;0755-36687209,440306,440000,0755,amap
中国建设银行(深圳航城支行),航城大道领航城一期领航里程花园4栋09-14商铺,金融保险服务;银行;中国建设银行,160106,113.85606,22.609094,bank,,,,False,0.0,False,0755-23574502,440306,440000,0755,amap
北京银行(深圳分行营业部),深南大道9668号万象天地OLE(高新园地铁站A口东步行220米),金融保险服务;银行;北京银行,160119,113.956105,22.541037,bank,,,,False,0.0,False,0755-81205001,440305,440000,0755,amap
中国银行(桃源居支行),西乡街道广深公路东侧世外桃源19栋105、106、206,金融保险服务;银行;中国银行,160104,113.860394,22.615271,bank,,,,False,0.0,False,0755-22337026,440306,440000,0755,amap
招商银行(深圳宝安支行),宝民一路74广场大厦1层,金融保险服务;银行;招商银行,160109,113.901187,22.56316,bank,,,,False,0.0,False,0755-27875081;0755-27875086,440306,440000,0755,amap
中国工商银行(深圳市分行营业部),粤海街道海德三道1255号深圳工商银行大厦一楼三楼,金融保险服务;银行;中国工商银行,160105,113.943876,22.517698,bank,,,,False,0.0,False,0755-25930106;0755-82274402,440305,440000,0755,amap
中国工商银行(西乡支行),新湾路301之11-15(西乡地铁站D口步行140米),金融保险服务;银行;中国工商银行,160105,113.863153,22.574582,bank,,,,False,0.0,False,0755-29653106;0755-85271667,440306,440000,0755,amap
