name,address,facility_type,lng,lat,business_period,is_24h,night_service
西板桥(公交站),(停运)观光3线;58路;5路;5路加车德胜门区间,bus_stop,116.393671,39.926061,,False,True
阜外西口(公交站),101路;102路;103路;10路;121路;612路;61路;686路;夜13路,bus_stop,116.340958,39.9231,,False,True
车公庄北(公交站),(停运)快速直达专线4路;332路;632路;686路;693路;80路;专216路;夜20路内;夜8路;巡游公交181线早;通游专线24路,bus_stop,116.356011,39.93408,,False,True
车公庄西(公交站),107路;118路;19路;4路;693路;专216路;夜3路;夜8路,bus_stop,116.35345,39.93299,,False,True
前门西(公交站),137路;142路;22路;332路;44路内环;44路外环;5路;5路加车德胜门区间;67路;901路快车;9路;夜5路,bus_stop,116.394211,39.900333,,False,True
天宁寺桥北(公交站),19路;390路;3路;46路;49路;69路;专191路;夜20路外,bus_stop,116.348312,39.899658,,False,True
三塔寺(公交站),107路;118路;19路;4路;693路;夜3路,bus_stop,116.348947,39.93236,,False,True
百万庄东口(公交站),101路;129路;15路;26路;56路;73路;94路,bus_stop,116.341771,39.928168,,False,True
西城三里河(公交站),13路;21路;32路;68路;94路;专138路,bus_stop,116.336544,39.914013,,False,True
北海北门(公交站),(停运)观光3线;107路;111路;118路;13路;3路;4路;612路;夜3路;观光3线区间;通游专线24路,bus_stop,116.391006,39.933464,,False,True
新街口南(公交站),105路;111路;143路;22路;夜4路,bus_stop,116.372808,39.938542,,False,True
白云观(公交站),129路;26路;320路;45路;80路;专138路,bus_stop,116.342279,39.900634,,False,True
宣武医院(公交站),10路;38路;88路;夜23路;通医专线1路,bus_stop,116.363568,39.890803,,False,True
天安门东(公交站),120路;1路;1路区间(公主坟);2路;52路;82路;夜1路;大美中轴线观光巴士(夜游线);神武门观光摆渡巴士;观光2线,bus_stop,116.401267,39.907643,,False,True
