community_id,lng,lat,population,community_type,area_m2,A_day_raw,A_night_raw,A_day_norm,A_night_norm,TPI,accessibility_gap,accessibility_ratio,SAII,TPI_level
26,113.94876,22.516912,6660,commodity_housing,84510.34,0.006659246942669051,0.00041951235423033677,0.022848240043219635,0.01766245256661264,-22.696660516510594,0.005185787476606994,0.7730333948348941,0.005185787476606994,0-NightAdv
27,113.918984,22.528081,9094,commodity_housing,115392.86,0.03968938395231602,0.0030735601386178654,0.1361764445014805,0.12940407978822693,-4.973227739970801,0.00677236471325357,0.950267722600292,0.00677236471325357,1-None
28,113.945794,22.522781,6418,high_end,116362.0,0.016721928035957578,0.0009110119126728949,0.057373848580823054,0.03835573501697003,-33.14770410958581,0.019018113563853023,0.6685229589041419,0.019018113563853023,0-NightAdv
29,113.940267,22.520858,7061,commodity_housing,89602.98,0.027498520583885175,0.0016316443885757204,0.09434892631901746,0.06869604989743668,-27.189367619131094,0.02565287642158079,0.728106323808689,0.02565287642158079,0-NightAdv
30,113.910596,22.525177,1856,high_end,33662.13,0.012080605643179093,0.0008355453486880116,0.04144921790393909,0.03517841593850402,-15.128878860797817,0.006270801965435065,0.8487112113920219,0.006270801965435065,0-NightAdv
31,113.943953,22.505433,3291,high_end,59678.38,0.08864220827180987,0.00711220951705882,0.30413625894816654,0.2994406767098215,-1.5439074099827415,0.004695582238345042,0.9845609259001726,0.004695582238345042,1-None
32,113.94845,22.537015,5244,commodity_housing,66559.8,0.03222369368557709,0.002338131317972004,0.11056125335879985,0.09844080414260573,-10.96265540411353,0.012120449216194124,0.8903734459588647,0.012120449216194122,0-NightAdv
33,113.936027,22.528199,3714,commodity_housing,47154.29,0.012896257686024112,0.0008598388320690953,0.044247764620573685,0.03620122848161352,-18.185181122616083,0.008046536138960163,0.8181481887738392,0.008046536138960163,0-NightAdv
34,113.918374,22.538354,2620,commodity_housing,33274.54,0.039727246001524795,0.002694179365564563,0.1363063512606528,0.11343126077308141,-16.78211636949208,0.022875090487571387,0.8321788363050792,0.022875090487571387,0-NightAdv
35,113.925233,22.535207,8788,commodity_housing,111521.37,0.026818600173834087,0.002063956715792413,0.0920160822492787,0.08689741130295635,-5.562800350981548,0.005118670946322346,0.9443719964901846,0.005118670946322345,0-NightAdv
36,113.925657,22.516953,6397,commodity_housing,81172.07,0.07628184952618242,0.0048765033997899675,0.2617271928673083,0.2053122133857937,-21.554878904048813,0.05641497948151458,0.7844512109595119,0.05641497948151458,0-NightAdv
37,113.938237,22.528294,3813,high_end,69161.59,0.01258160886233137,0.0008080296185030301,0.043168187317773284,0.034019939258789586,-21.192106102674284,0.009148248058983698,0.7880789389732572,0.009148248058983698,0-NightAdv
38,113.960374,22.535904,3631,commodity_housing,46089.36,0.015282164107970134,0.0009567742378572521,0.052433939892132644,0.04028243607775171,-23.174882222047522,0.012151503814380932,0.7682511777795248,0.012151503814380933,0-NightAdv
39,113.928049,22.512219,8985,commodity_housing,114023.02,0.08412891622325504,0.004965549279203404,0.288650907376386,0.20906125344512075,-27.57297895048167,0.07958965393126524,0.7242702104951834,0.07958965393126526,0-NightAdv
40,113.920245,22.531962,3232,high_end,58610.26,0.035668976533931515,0.0027276598958965895,0.12238220702123283,0.11484086950791682,-6.162119230295968,0.00754133751331601,0.9383788076970403,0.00754133751331601,0-NightAdv
41,113.937558,22.529191,4612,commodity_housing,58539.66,0.012777719720312245,0.0007453079226775059,0.043841054384696154,0.03137920897696439,-28.425058618302508,0.012461845407731764,0.7157494138169749,0.012461845407731764,0-NightAdv
42,113.915605,22.528483,1883,commodity_housing,23918.63,0.022969221426770853,0.0016710355987078632,0.07880865348332915,0.07035451209404325,-10.727427783135829,0.008454141389285894,0.8927257221686417,0.008454141389285894,0-NightAdv
43,113.920887,22.535363,2481,high_end,45001.64,0.0380258902383462,0.0028633173591142407,0.1304689066951207,0.12055236640479533,-7.600692411333157,0.009916540290325376,0.9239930758866685,0.009916540290325378,0-NightAdv
44,113.916034,22.537072,1670,high_end,30312.39,0.040227769487881725,0.0026343698658681898,0.13802367468505922,0.11091314076834846,-19.641944745038305,0.027110533916710755,0.8035805525496169,0.02711053391671075,0-NightAdv
45,113.934175,22.530675,6910,commodity_housing,87676.99,0.006378408868249573,0.0006052233382723227,0.02188466926819744,0.025481319910241718,16.434567038538216,-0.0035966506420442787,1.164345670385382,0.003596650642044279,2-Mild
46,113.932532,22.536866,5252,high_end,95237.45,0.008084577147680176,0.00044258419652024863,0.027738625839889453,0.018633831158829717,-32.82352461731039,0.009104794681059736,0.671764753826896,0.009104794681059736,0-NightAdv
47,113.933389,22.528056,1890,high_end,34299.17,0.012335468372830323,0.0009785749501824734,0.04232366585207412,0.04120029712160352,-2.6542330581592286,0.0011233687304706003,0.9734576694184077,0.0011233687304706,1-None
48,113.929428,22.530791,4998,high_end,90624.22,0.008660797362263661,0.0007072051831802453,0.029715668874020003,0.029774994411548152,0.199643958140942,-5.9325537528149425e-05,1.0019964395814094,5.9325537528149425e-05,1-None
49,113.927695,22.535372,7513,commodity_housing,95337.82,0.017725449582373518,0.0011725157490398048,0.06081698582718931,0.049365658942313574,-18.82915887580245,0.011451326884875733,0.8117084112419755,0.011451326884875733,0-NightAdv
50,113.923913,22.523738,1664,commodity_housing,21135.36,0.039197777317116565,0.003059293500752542,0.13448971528050724,0.12880342092314148,-4.228051450258309,0.0056862943573657565,0.9577194854974169,0.0056862943573657565,1-None
51,113.944202,22.509304,3737,high_end,67771.49,0.012845084361595574,0.0007922726568631888,0.044072186148950865,0.03335653427261646,-24.313865076079267,0.010715651876334407,0.7568613492392073,0.01071565187633441,0-NightAdv
52,113.943806,22.502073,2882,high_end,52268.64,0.0402627195434832,0.0020990013122263425,0.1381435902350878,0.08837287088355911,-36.028250942972214,0.049770719351528686,0.6397174905702779,0.049770719351528686,0-NightAdv
53,113.909399,22.518991,9423,commodity_housing,119583.14,0.04120739637391705,0.002622751826719723,0.1413848280463364,0.11042399411198045,-21.898271803399638,0.030960833934355947,0.7810172819660036,0.030960833934355943,0-NightAdv
54,113.936566,22.527584,6463,commodity_housing,82013.26,0.013478408375216504,0.0008795124898096797,0.04624515543705877,0.037029535546115495,-19.927752007420636,0.009215619890943272,0.8007224799257936,0.009215619890943272,0-NightAdv
55,113.925118,22.541016,7077,commodity_housing,89816.17,0.020943011644698036,0.00166240003588746,0.07185661703276854,0.06999093467573049,-2.596396037107125,0.0018656823570380454,0.9740360396289287,0.0018656823570380454,1-None
