community_id,lng,lat,population,community_type,A_day_raw,A_night_raw,A_day_norm,A_night_norm,TPI,accessibility_gap,accessibility_ratio,SAII,TPI_level,ADI_day,ADI_night,lisa_cluster_day,vulnerability_level,MVI
16,113.935174,22.532709,7115,commodity_housing,0.0061757159907313,0.0004692096968551,0.0211892189326776,0.0197548270770318,-6.769441857215678,0.0014343918556457,0.9323055814278433,0.0014343918556457,0-NightAdv,0.9788107810673224,0.9802451729229682,ns,0-NightAdv,0.0
17,113.934844,22.541922,6112,high_end,0.0154292175934453,0.0007110256559171,0.0529384884340709,0.0299358452609135,-43.4516433195947,0.0230026431731573,0.565483566804053,0.0230026431731573,0-NightAdv,0.9470615115659291,0.9700641547390865,LL,0-NightAdv,0.0
18,113.919313,22.522586,3141,high_end,0.0382888759610963,0.0029238753061797,0.1313712250763228,0.1231019977965519,-6.294549871911949,0.0082692272797708,0.9370545012808804,0.0082692272797708,0-NightAdv,0.8686287749236772,0.876898002203448,ns,0-NightAdv,0.0
19,113.946107,22.526839,2899,high_end,0.0149173891470105,0.0008043732558514,0.051182377074067,0.0338659978283431,-33.83269835370293,0.0173163792457239,0.6616730164629707,0.0173163792457239,0-NightAdv,0.948817622925933,0.9661340021716569,LL,0-NightAdv,0.0
20,113.932012,22.524139,3236,high_end,0.0334824906074028,0.0020385796494597,0.1148802543634409,0.0858289773799502,-25.28831185521464,0.0290512769834907,0.7471168814478536,0.0290512769834907,0-NightAdv,0.8851197456365592,0.9141710226200498,LH,0-NightAdv,0.0
21,113.954585,22.544935,8017,commodity_housing,0.0119644977705983,0.0006511274894332,0.0410508454503461,0.0274139921767781,-33.219421242036894,0.013636853273568,0.667805787579631,0.013636853273568,0-NightAdv,0.9589491545496539,0.9725860078232219,LL,0-NightAdv,0.0
22,113.955945,22.541872,2972,high_end,0.031832081501525,0.0024782521567475,0.1092176105622339,0.1043402196032246,-4.465755049850773,0.0048773909590093,0.9553424495014924,0.0048773909590093,1-None,0.8907823894377661,0.8956597803967754,ns,1-None,0.0
23,113.951568,22.513775,1648,commodity_housing,0.0139412659372262,0.0004447098809569,0.0478332450174069,0.0187233274517433,-60.85708288256474,0.0291099175656635,0.3914291711743526,0.0291099175656635,0-NightAdv,0.9521667549825931,0.9812766725482567,LL,0-NightAdv,0.0
24,113.943167,22.541014,3342,commodity_housing,0.0243415322213416,0.0016943635446544,0.0835171267864212,0.0713366732499736,-14.584378085223973,0.0121804535364475,0.8541562191477603,0.0121804535364475,0-NightAdv,0.9164828732135788,0.9286633267500264,LH,0-NightAdv,0.0
25,113.934599,22.509815,3909,high_end,0.0613365418094772,0.0036895574512689,0.2104490256554765,0.1553390092513197,-26.186871729392895,0.0551100164041568,0.738131282706071,0.0551100164041567,0-NightAdv,0.7895509743445235,0.8446609907486803,LH,0-NightAdv,0.0
26,113.94876,22.516912,6660,commodity_housing,0.006659246942669,0.0004195123542303,0.0228482400432196,0.0176624525666126,-22.696660516510597,0.0051857874766069,0.7730333948348941,0.0051857874766069,0-NightAdv,0.9771517599567804,0.9823375474333874,LH,0-NightAdv,0.0
27,113.918984,22.528081,9094,commodity_housing,0.039689383952316,0.0030735601386178,0.1361764445014805,0.1294040797882269,-4.973227739970801,0.0067723647132535,0.950267722600292,0.0067723647132535,1-None,0.8638235554985195,0.8705959202117731,ns,1-None,0.0
28,113.945794,22.522781,6418,high_end,0.0167219280359575,0.0009110119126728,0.057373848580823,0.03835573501697,-33.14770410958581,0.019018113563853,0.6685229589041419,0.019018113563853,0-NightAdv,0.942626151419177,0.96164426498303,LL,0-NightAdv,0.0
29,113.940267,22.520858,7061,commodity_housing,0.0274985205838851,0.0016316443885757,0.0943489263190174,0.0686960498974366,-27.18936761913109,0.0256528764215807,0.728106323808689,0.0256528764215807,0-NightAdv,0.9056510736809826,0.9313039501025634,LH,0-NightAdv,0.0
30,113.910596,22.525177,1856,high_end,0.012080605643179,0.000835545348688,0.041449217903939,0.035178415938504,-15.128878860797816,0.006270801965435,0.8487112113920219,0.006270801965435,0-NightAdv,0.958550782096061,0.964821584061496,LH,0-NightAdv,0.0
31,113.943953,22.505433,3291,high_end,0.0886422082718098,0.0071122095170588,0.3041362589481665,0.2994406767098215,-1.5439074099827417,0.004695582238345,0.9845609259001726,0.004695582238345,1-None,0.6958637410518336,0.7005593232901786,ns,1-None,0.0
32,113.94845,22.537015,5244,commodity_housing,0.032223693685577,0.002338131317972,0.1105612533587998,0.0984408041426057,-10.96265540411353,0.0121204492161941,0.8903734459588647,0.0121204492161941,0-NightAdv,0.8894387466412002,0.9015591958573943,LH,0-NightAdv,0.0
33,113.936027,22.528199,3714,commodity_housing,0.0128962576860241,0.000859838832069,0.0442477646205736,0.0362012284816135,-18.185181122616083,0.0080465361389601,0.8181481887738392,0.0080465361389601,0-NightAdv,0.9557522353794264,0.9637987715183864,LH,0-NightAdv,0.0
34,113.918374,22.538354,2620,commodity_housing,0.0397272460015247,0.0026941793655645,0.1363063512606528,0.1134312607730814,-16.78211636949208,0.0228750904875713,0.8321788363050792,0.0228750904875713,0-NightAdv,0.8636936487393472,0.8865687392269186,LH,0-NightAdv,0.0
35,113.925233,22.535207,8788,commodity_housing,0.026818600173834,0.0020639567157924,0.0920160822492787,0.0868974113029563,-5.562800350981548,0.0051186709463223,0.9443719964901846,0.0051186709463223,0-NightAdv,0.9079839177507213,0.9131025886970436,ns,0-NightAdv,0.0
36,113.925657,22.516953,6397,commodity_housing,0.0762818495261824,0.0048765033997899,0.2617271928673083,0.2053122133857937,-21.554878904048813,0.0564149794815145,0.7844512109595119,0.0564149794815145,0-NightAdv,0.7382728071326917,0.7946877866142064,LH,0-NightAdv,0.0
37,113.938237,22.528294,3813,high_end,0.0125816088623313,0.000808029618503,0.0431681873177732,0.0340199392587895,-21.192106102674284,0.0091482480589836,0.7880789389732572,0.0091482480589836,0-NightAdv,0.9568318126822268,0.9659800607412105,LH,0-NightAdv,0.0
38,113.960374,22.535904,3631,commodity_housing,0.0152821641079701,0.0009567742378572,0.0524339398921326,0.0402824360777517,-23.17488222204752,0.0121515038143809,0.7682511777795248,0.0121515038143809,0-NightAdv,0.9475660601078674,0.9597175639222483,LH,0-NightAdv,0.0
39,113.928049,22.512219,8985,commodity_housing,0.084128916223255,0.0049655492792034,0.288650907376386,0.2090612534451207,-27.57297895048167,0.0795896539312652,0.7242702104951834,0.0795896539312652,0-NightAdv,0.711349092623614,0.7909387465548793,LH,0-NightAdv,0.0
40,113.920245,22.531962,3232,high_end,0.0356689765339315,0.0027276598958965,0.1223822070212328,0.1148408695079168,-6.162119230295968,0.007541337513316,0.9383788076970404,0.007541337513316,0-NightAdv,0.8776177929787672,0.8851591304920832,ns,0-NightAdv,0.0
41,113.937558,22.529191,4612,commodity_housing,0.0127777197203122,0.0007453079226775,0.0438410543846961,0.0313792089769643,-28.425058618302508,0.0124618454077317,0.7157494138169749,0.0124618454077317,0-NightAdv,0.9561589456153039,0.9686207910230357,LH,0-NightAdv,0.0
42,113.915605,22.528483,1883,commodity_housing,0.0229692214267708,0.0016710355987078,0.0788086534833291,0.0703545120940432,-10.727427783135829,0.0084541413892858,0.8927257221686417,0.0084541413892858,0-NightAdv,0.9211913465166709,0.9296454879059568,LH,0-NightAdv,0.0
43,113.920887,22.535363,2481,high_end,0.0380258902383462,0.0028633173591142,0.1304689066951207,0.1205523664047953,-7.600692411333157,0.0099165402903253,0.9239930758866683,0.0099165402903253,0-NightAdv,0.8695310933048793,0.8794476335952047,ns,0-NightAdv,0.0
44,113.916034,22.537072,1670,high_end,0.0402277694878817,0.0026343698658681,0.1380236746850592,0.1109131407683484,-19.641944745038305,0.0271105339167107,0.8035805525496169,0.0271105339167107,0-NightAdv,0.8619763253149408,0.8890868592316516,LH,0-NightAdv,0.0
45,113.934175,22.530675,6910,commodity_housing,0.0063784088682495,0.0006052233382723,0.0218846692681974,0.0254813199102417,16.434567038538216,-0.0035966506420442,1.164345670385382,0.0035966506420442,2-Mild,0.9781153307318026,0.9745186800897583,ns,2-Mild,16.434567038538216
46,113.932532,22.536866,5252,high_end,0.0080845771476801,0.0004425841965202,0.0277386258398894,0.0186338311588297,-32.82352461731039,0.0091047946810597,0.671764753826896,0.0091047946810597,0-NightAdv,0.9722613741601106,0.9813661688411703,LL,0-NightAdv,0.0
47,113.933389,22.528056,1890,high_end,0.0123354683728303,0.0009785749501824,0.0423236658520741,0.0412002971216035,-2.6542330581592286,0.0011233687304706,0.9734576694184076,0.0011233687304706,1-None,0.9576763341479259,0.9587997028783966,ns,1-None,0.0
48,113.929428,22.530791,4998,high_end,0.0086607973622636,0.0007072051831802,0.02971566887402,0.0297749944115481,0.199643958140942,-5.932553752814943e-05,1.0019964395814094,5.932553752814943e-05,1-None,0.97028433112598,0.9702250055884519,ns,1-None,0.199643958140942
49,113.927695,22.535372,7513,commodity_housing,0.0177254495823735,0.0011725157490398,0.0608169858271893,0.0493656589423135,-18.82915887580245,0.0114513268848757,0.8117084112419755,0.0114513268848757,0-NightAdv,0.9391830141728107,0.9506343410576865,LH,0-NightAdv,0.0
50,113.923913,22.523738,1664,commodity_housing,0.0391977773171165,0.0030592935007525,0.1344897152805072,0.1288034209231414,-4.228051450258309,0.0056862943573657,0.9577194854974168,0.0056862943573657,1-None,0.8655102847194928,0.8711965790768585,ns,1-None,0.0
51,113.944202,22.509304,3737,high_end,0.0128450843615955,0.0007922726568631,0.0440721861489508,0.0333565342726164,-24.313865076079267,0.0107156518763344,0.7568613492392073,0.0107156518763344,0-NightAdv,0.9559278138510492,0.9666434657273836,LH,0-NightAdv,0.0
52,113.943806,22.502073,2882,high_end,0.0402627195434832,0.0020990013122263,0.1381435902350878,0.0883728708835591,-36.028250942972214,0.0497707193515286,0.6397174905702779,0.0497707193515286,0-NightAdv,0.8618564097649122,0.911627129116441,LL,0-NightAdv,0.0
53,113.909399,22.518991,9423,commodity_housing,0.041207396373917,0.0026227518267197,0.1413848280463364,0.1104239941119804,-21.89827180339964,0.0309608339343559,0.7810172819660036,0.0309608339343559,0-NightAdv,0.8586151719536637,0.8895760058880195,LH,0-NightAdv,0.0
54,113.936566,22.527584,6463,commodity_housing,0.0134784083752165,0.0008795124898096,0.0462451554370587,0.0370295355461154,-19.92775200742064,0.0092156198909432,0.8007224799257936,0.0092156198909432,0-NightAdv,0.9537548445629414,0.9629704644538846,LH,0-NightAdv,0.0
